"Name","RA_Hours","Dec_Degrees","pm_ra","pm_dec","Visual Magnitude"
"LDN 571 (Vulpecula Dark Nebula - DN - Dark Nebula - LDN 571)","19.915000","23.335000","11","14"
"LDN 617 (Aquila Dark Core - DN - Dark Nebula - LDN 617)","19.251000","14.851000","14","5"
"LDN 673 (Fractured Cloud in Aquila - DN - Dark Nebula - LDN 673)","19.347000","11.205000","14","5"
"LDN 675 (Aquila Dust - DN - Dark Nebula - LDN 675)","19.451000","11.101000","14","5"
"LDN 684 (Aquila Dark Complex - DN - Dark Nebula - LDN 684)","19.415000","12.105000","14","5"
"LDN 694 (Aquila Dark Lane - DN - Dark Nebula - LDN 694)","19.685000","12.115000","14","5"
"LDN 712 (Aquila Rift - DN - Dark Nebula - LDN 712)","19.851000","11.251000","14","5"
"LDN 772 (Aquila Rift Gateway - DN - Dark Nebula - LDN 772)","19.105000","1.505000","14","5"
"LDN 778 (Sagitta Dark Nebula - DN - Dark Nebula - LDN 778)","20.105000","18.305000","110","44"
"LDN 810 (Vulpecula Dark Patch - DN - Dark Nebula - LDN 810)","19.755000","27.151000","11","14"
"LDN 852 (Cygnus Dust - DN - Dark Nebula - LDN 852)","20.151000","35.105000","2","-1"
"LDN 862 (Cygnus Rift - DN - Dark Nebula - LDN 862)","20.251000","37.115000","2","-1"
"LDN 871 (Cygnus Rift - DN - Dark Nebula - LDN 871)","20.351000","38.251000","2","-1"
"LDN 881 (Cygnus Rift Spine - DN - Dark Nebula - LDN 881)","20.851000","43.251000","2","-1"
"LDN 889 (Cygnus North America - DN - Dark Nebula - LDN 889)","20.985000","44.335000","2","-1"
"LDN 900 (Cygnus Dense Nebula - DN - Dark Nebula - LDN 900)","21.035000","45.251000","2","-1"
"LDN 914 (Cygnus Dense Patch - DN - Dark Nebula - LDN 914)","20.551000","44.151000","2","-1"
"LDN 935 (Pelican Nebula Lane / Gulf of Mexico - DN - Dark Nebula - LDN 935)","20.851000","44.501000","2","-1"
"LDN 941 (Cygnus Northern Rift - DN - Dark Nebula - LDN 941)","20.851000","46.501000","2","-1"
"LDN 963 (Cygnus Dark Lane - DN - Dark Nebula - LDN 963)","20.951000","47.251000","2","-1"
"LDN 981 (Cygnus Molecular - DN - Dark Nebula - LDN 981)","21.051000","49.115000","2","-1"
"LDN 988 (Cygnus Dark Cloud - DN - Dark Nebula - LDN 988)","21.035000","50.251000","2","-1"
"LDN 1003 (Cygnus X Dark Lane - DN - Dark Nebula - LDN 1003)","20.451000","40.115000","2","-1"
"LDN 1014 (Cygnus Dense Core - DN - Dark Nebula - LDN 1014)","19.015000","30.015000","1","1"
"LDN 1030 (Cygnus Dust - DN - Dark Nebula - LDN 1030)","21.251000","51.851000","2","-1"
"LDN 1082 (Dark Tower in Cygnus - DN - Dark Nebula - LDN 1082)","21.221000","50.115000","2","-1"
"LDN 1111 (Funnel Nebula - DN - Dark Nebula - LDN 1111)","21.668000","54.615000","2","-1"
"LDN 1147 (Cepheus Flare Core - DN - Dark Nebula - LDN 1147)","20.668000","67.515000","12","14"
"LDN 1148 (Cepheus Flare - DN - Dark Nebula - LDN 1148)","20.668000","67.335000","12","14"
"LDN 1157 (Cepheus Dark Cloud - DN - Dark Nebula - LDN 1157)","20.755000","68.035000","12","14"
"LDN 1158 (Cepheus Flare - DN - Dark Nebula - LDN 1158)","21.055000","67.851000","12","14"
"LDN 1167 (Cepheus Loop - DN - Dark Nebula - LDN 1167)","21.151000","68.251000","12","14"
"LDN 1172 (Cepheus Ghost Border - DN - Dark Nebula - LDN 1172)","21.035000","68.251000","12","14"
"LDN 1177 (Cepheus Loop Cloud - DN - Dark Nebula - LDN 1177)","21.265000","59.301000","2","-1"
"LDN 1204 (Cepheus Dark Path - DN - Dark Nebula - LDN 1204)","22.155000","70.515000","12","14"
"LDN 1221 (Cepheus Dark Cloud - DN - Dark Nebula - LDN 1221)","22.468000","70.135000","12","14"
"LDN 1228 (Cepheus Flare Pillar - DN - Dark Nebula - LDN 1228)","21.031000","77.301000","11","14"
"LDN 1235 (Shark Nebula - DN - Dark Nebula - LDN 1235)","22.221000","73.185000","12","14"
"LDN 1251 (Angler Fish / Rotten Fish Nebula - DN - Dark Nebula - LDN 1251)","23.918000","75.135000","11","14"
"LDN 1253 (Cepheus Shadow - DN - Dark Nebula - LDN 1253)","23.951000","75.401000","11","14"
"LDN 1262 (Cepheus Reflection Border - DN - Dark Nebula - LDN 1262)","23.055000","73.151000","11","14"
"LDN 1333 (Ursa Minor High Lat - DN - Dark Nebula - LDN 1333)","13.415000","75.101000","-12","14"
"LDN 1340 (Cepheus Dark Core - DN - Dark Nebula - LDN 1340)","14.225000","72.901000","-12","14"
"LDN 1341 (Ophiuchus Molecular Spine - DN - Dark Nebula - LDN 1341)","15.915000","-19.705000","-12","-14"
"LDN 1400 (Ursa Major/Cam - DN - Dark Nebula - LDN 1400)","7.515000","69.501000","-12","14"
"LDN 1407 (Cam Molecular - DN - Dark Nebula - LDN 1407)","7.851000","68.515000","11","14"
"LDN 1434 (Ursa Major High-Lat Cloud - DN - Dark Nebula - LDN 1434)","10.581000","68.251000","-12","14"
"LDN 1471 (Perseus Molec. Cloud - DN - Dark Nebula - LDN 1471)","3.745000","31.051000","11","14"
"LDN 1492 (Perseus Molecular - DN - Dark Nebula - LDN 1492)","4.151000","32.251000","11","14"
"LDN 1495 (Taurus Dark Cloud / Bull's Heart - DN - Dark Nebula - LDN 1495)","4.505000","28.051000","105","-24"
"LDN 1495B (Taurus Filament - DN - Dark Nebula - LDN 1495)","4.501000","28.201000","105","-24"
"LDN 1506 (Taurus Main Cloud - DN - Dark Nebula - LDN 1506)","4.315000","26.501000","105","-24"
"LDN 1521 (Taurus Dense Core - DN - Dark Nebula - LDN 1521)","4.405000","25.251000","105","-24"
"LDN 1527 (Taurus Protostar - DN - Dark Nebula - LDN 1527)","4.665000","26.051000","105","-24"
"LDN 1535 (Taurus Dark Patch - DN - Dark Nebula - LDN 1535)","4.581000","25.105000","105","-24"
"LDN 1538 (Taurus Core - DN - Dark Nebula - LDN 1538)","4.851000","28.251000","105","-24"
"LDN 1544 (Taurus Dark Core - DN - Dark Nebula - LDN 1544)","5.065000","25.115000","105","-24"
"LDN 1551 (Taurus Star Cradle - DN - Dark Nebula - LDN 1551)","4.521000","18.151000","105","-24"
"LDN 1558 (Taurus Flare - DN - Dark Nebula - LDN 1558)","4.551000","18.515000","105","-24"
"LDN 1559 (Taurus Flare - DN - Dark Nebula - LDN 1559)","4.581000","18.815000","105","-24"
"LDN 1563 (Taurus Dust - DN - Dark Nebula - LDN 1563)","4.621000","19.105000","105","-24"
"LDN 1570 (California Nebula Dark Lane - DN - Dark Nebula - LDN 1570)","4.051000","36.415000","11","-15"
"LDN 1582 (Orion Head Dark Patch - DN - Dark Nebula - LDN 1582)","5.521000","12.335000","1","1"
"LDN 1602 (Orion Molecular Cloud - DN - Dark Nebula - LDN 1602)","5.601000","12.515000","1","1"
"LDN 1605 (Orion Molecular Cloud - DN - Dark Nebula - LDN 1605)","5.305000","-2.115000","1","1"
"LDN 1607 (Great Orion Dust Lane - DN - Dark Nebula - LDN 1607)","5.335000","-2.505000","1","1"
"LDN 1615 (Orion Molecular Cloud - DN - Dark Nebula - LDN 1615)","5.395000","-3.105000","1","1"
"LDN 1616 (Rigel Dust Cloud - DN - Dark Nebula - LDN 1616)","5.115000","-7.905000","1","1","0.1"
"LDN 1621 (M78 Dark Cloud - DN - Dark Nebula - LDN 1621)","5.765000","0.025000","1","1","8.3"
"LDN 1622 (Boogeyman Nebula - DN - Dark Nebula - LDN 1622)","5.908000","1.961000","-1","-1"
"LDN 1623 (Rho Oph Core - DN - Dark Nebula - LDN 1623)","16.481000","-24.415000","-10","-23"
"LDN 1627 (Near M78 - DN - Dark Nebula - LDN 1627)","5.785000","0.115000","1","1","8.3"
"LDN 1630 (Horsehead Nebula Base - DN - Dark Nebula - LDN 1630)","5.685000","-2.415000","2","2"
"LDN 1634 (Orion Dust Cloud - DN - Dark Nebula - LDN 1634)","5.851000","1.501000","1","1"
"LDN 1667 (Monoceros Dark Nebula - DN - Dark Nebula - LDN 1667)","6.581000","-4.335000","1","1"
"LDN 1688 (Rho Ophiuchi Dark Heart - DN - Dark Nebula - LDN 1688)","16.441000","-24.505000","-10","-23"
"LDN 1689 (Rho Ophiuchi Tail - DN - Dark Nebula - LDN 1689)","16.515000","-24.601000","-10","-23"
"LDN 1709 (Rho Ophiuchi Streamer - DN - Dark Nebula - LDN 1709)","16.635000","-23.515000","-10","-23"
"LDN 1712 (Antares Dark Lane - DN - Dark Nebula - LDN 1712)","16.635000","-25.105000","-10","-23","1.0"
"LDN 1733 (Rho Oph Streamer B - DN - Dark Nebula - LDN 1733)","16.851000","-23.515000","-10","-23"
"LDN 1755 (Pipe Nebula Part - DN - Dark Nebula - LDN 1755)","17.301000","-26.515000","-12","-14"
"LDN 1768 (Ophiuchus Core - DN - Dark Nebula - LDN 1768)","17.415000","-25.101000","-12","-14"
"LDN 1773 (Pipe Nebula Bowl - DN - Dark Nebula - LDN 1773)","17.515000","-27.105000","-12","-14"
"LDN 1777 (Sagittarius Patch - DN - Dark Nebula - LDN 1777)","17.615000","-26.851000","1","-22"
"LDN 1780 (Ophiuchus High Lat - DN - Dark Nebula - LDN 1780)","15.665000","-7.151000","-12","-14"
"B 33 (Horsehead Nebula - DN - Dark Nebula - Barnard 33)","5.401000","-2.467000","0","0"
"B 86 (Ink Spot Nebula - DN - Dark Nebula - Barnard 86)","17.801000","-27.917000","0","0"
"B 87 (Dark Doodad Nebula - DN - Dark Nebula - Barnard 87)","17.917000","-27.833000","0","0"
"B 92 (Dark Horse Nebula - DN - Dark Nebula - Barnard 92)","19.250000","-21.000000","0","0"
"B 142 (Barnard's E Nebula - DN - Dark Nebula - Barnard 142)","19.417000","10.917000","0","0"
"B 143 (Barnard's E Nebula part - DN - Dark Nebula - Barnard 143)","19.417000","10.917000","0","0"
"B 228 (Southern Coalsack part - DN - Dark Nebula - Barnard 228)","12.833000","-63.000000","0","0"
"B 352 (Northern Coalsack / Cygnus Rift - DN - Dark Nebula - Barnard 352)","20.917000","44.000000","0","0"
"B 59 (Pipe Nebula Stem - DN - Dark Nebula - Barnard 59)","17.500000","-23.917000","0","0"
"B 78 (Pipe Nebula Bowl - DN - Dark Nebula - Barnard 78)","17.583000","-23.833000","0","0"
"B 361 (Dark Horse Nebula extension - DN - Dark Nebula - Barnard 361)","19.250000","-21.000000","0","0"
"B 111 (Dark Horse part - DN - Dark Nebula - Barnard 111)","19.250000","-21.000000","0","0"
"B 138 (Aquila Rift - DN - Dark Nebula - Barnard 138)","19.000000","0.000000","0","0"
"B 144 (Aquila Rift patch - DN - Dark Nebula - Barnard 144)","19.000000","0.000000","0","0"
"B 169 (Cepheus Flare dark cloud - DN - Dark Nebula - Barnard 169)","21.000000","68.000000","0","0"
"B 227 (Coalsack extension - DN - Dark Nebula - Barnard 227)","12.833000","-63.000000","0","0"
"B 228 (Coalsack main - DN - Dark Nebula - Barnard 228)","12.833000","-63.000000","0","0"
"B 303 (Serpens dark patch - DN - Dark Nebula - Barnard 303)","18.250000","-14.800000","0","0"
"B 22 (Trifid Dark Lane - DN - Dark Nebula - Barnard 22)","18.033000","-23.000000","0","0"
"B 28 (Lagoon Dark Lane - DN - Dark Nebula - Barnard 28)","18.033000","-24.383000","0","0"
"B 30 (Trifid Dark Patch - DN - Dark Nebula - Barnard 30)","18.033000","-23.000000","0","0"
"B 33 (Horsehead Nebula - DN - Dark Nebula - Barnard 33)","5.401000","-2.467000","0","0"
"B 59 (Pipe Nebula Stem - DN - Dark Nebula - Barnard 59)","17.500000","-23.917000","0","0"
"B 78 (Pipe Nebula Bowl - DN - Dark Nebula - Barnard 78)","17.583000","-23.833000","0","0"
"B 85 (Ink Spot Companion - DN - Dark Nebula - Barnard 85)","17.801000","-27.917000","0","0"
"B 86 (Ink Spot Nebula - DN - Dark Nebula - Barnard 86)","17.801000","-27.917000","0","0"
"B 87 (Dark Doodad Nebula - DN - Dark Nebula - Barnard 87)","17.917000","-27.833000","0","0"
"B 88 (Pipe Nebula Extension - DN - Dark Nebula - Barnard 88)","17.583000","-23.833000","0","0"
"B 90 (Pipe Nebula Extension - DN - Dark Nebula - Barnard 90)","17.583000","-23.833000","0","0"
"B 92 (Dark Horse Nebula - DN - Dark Nebula - Barnard 92)","19.250000","-21.000000","0","0"
"B 93 (Dark Horse Extension - DN - Dark Nebula - Barnard 93)","19.250000","-21.000000","0","0"
"B 110 (Dark Horse Part - DN - Dark Nebula - Barnard 110)","19.250000","-21.000000","0","0"
"B 142 (Barnard's E Nebula - DN - Dark Nebula - Barnard 142)","19.417000","10.917000","0","0"
"B 143 (Barnard's E Nebula Part - DN - Dark Nebula - Barnard 143)","19.417000","10.917000","0","0"
"B 145 (Barnard's E Extension - DN - Dark Nebula - Barnard 145)","19.417000","10.917000","0","0"
"B 150 (Barnard's E Region - DN - Dark Nebula - Barnard 150)","19.417000","10.917000","0","0"
"B 163 (Barnard's E Region - DN - Dark Nebula - Barnard 163)","19.417000","10.917000","0","0"
"B 168 (Barnard's E Region - DN - Dark Nebula - Barnard 168)","19.417000","10.917000","0","0"
"B 211 (Coalsack Extension - DN - Dark Nebula - Barnard 211)","12.833000","-63.000000","0","0"
"B 215 (Coalsack Extension - DN - Dark Nebula - Barnard 215)","12.833000","-63.000000","0","0"
"B 227 (Coalsack Extension - DN - Dark Nebula - Barnard 227)","12.833000","-63.000000","0","0"
"B 228 (Coalsack Main - DN - Dark Nebula - Barnard 228)","12.833000","-63.000000","0","0"
"B 239 (Coalsack Extension - DN - Dark Nebula - Barnard 239)","12.833000","-63.000000","0","0"
"B 257 (Coalsack Extension - DN - Dark Nebula - Barnard 257)","12.833000","-63.000000","0","0"
"B 303 (Serpens Dark Patch - DN - Dark Nebula - Barnard 303)","18.250000","-14.800000","0","0"
"B 327 (Cygnus Rift Dark Patch - DN - Dark Nebula - Barnard 327)","20.917000","44.000000","0","0"
"B 346 (Cygnus Rift Dark Patch - DN - Dark Nebula - Barnard 346)","20.917000","44.000000","0","0"
"B 352 (Northern Coalsack / Cygnus Rift - DN - Dark Nebula - Barnard 352)","20.917000","44.000000","0","0"
"H400-001 (NGC 7814 - Little Sombrero Galaxy - G-S - Herschel 400-001)","0.128000","16.145000","0","0","10.6"
"H400-002 (NGC 55 - Whale Galaxy - G-Ir - Herschel 400-002)","0.251000","-39.191000","0","0","8.5"
"H400-003 (NGC 70 - Galaxy Group - G-Ir - Herschel 400-003)","0.306269","30.079541","0","0","14.5"
"H400-004 (NGC 147 - Dwarf Elliptical - G-E - Herschel 400-004)","0.553367","48.508739","0","0","9.7"
"H400-005 (NGC 185 - Dwarf Elliptical - G-E - Herschel 400-005)","0.649428","48.337510","0","0","9.2"
"H400-006 (NGC 205 - Messier 110 - G-E - Herschel 400-006)","0.672794","41.685419","-1.7","-0.7","8.2"
"H400-007 (NGC 278 - Galaxy - G-S - Herschel 400-007)","0.865000","47.551000","0","0","10.9"
"H400-008 (NGC 404 - Mirach's Ghost - G-E - Herschel 400-008)","1.155000","35.717000","0","0","10.6"
"H400-009 (NGC 457 - Owl Cluster - OC - Herschel 400-009)","1.325000","58.333000","0","0","6.4"
"H400-010 (NGC 559 - Open Cluster - OC - Herschel 400-010)","1.492556","63.300556","-4.3","0.3","9.5"
"H400-011 (NGC 663 - Open Cluster - OC - Herschel 400-011)","1.768000","61.217000","0","0","7.1"
"H400-012 (NGC 752 - Open Cluster - OC - Herschel 400-012)","1.951000","37.685000","0","0","5.7"
"H400-013 (NGC 891 - Needle Galaxy - G-S - Herschel 400-013)","2.375808","42.348319","0","0","10.0"
"H400-014 (NGC 1023 - Galaxy - G-E - Herschel 400-014)","2.673337","39.063240","-0.5","0.3","9.5"
"H400-015 (NGC 1055 - Galaxy - G-S - Herschel 400-015)","2.695898","0.443181","0","0","10.6"
"H400-016 (NGC 1084 - Galaxy - G-S - Herschel 400-016)","2.766646","-7.578639","0","0","10.6"
"H400-017 (NGC 1232 - Eye of God Galaxy - G-S - Herschel 400-017)","3.162643","-20.579300","0","0","10.1"
"H400-018 (NGC 1365 - Great Barred Spiral - G-S - Herschel 400-018)","3.555000","-36.140000","0","0","10.1"
"H400-019 (NGC 1499 - California Nebula - EN - Herschel 400-019)","4.055000","36.417000","0","0","5.0"
"H400-020 (NGC 1528 - Open Cluster - OC - Herschel 400-020)","4.255000","51.235000","0","0","6.4"
"H400-021 (NGC 1664 - Kite Cluster - OC - Herschel 400-021)","4.851000","43.681000","0","0","7.6"
"H400-022 (NGC 2024 - Flame Nebula - EN - Herschel 400-022)","5.698000","-1.865000","0","0"
"H400-023 (NGC 2237 - Rosette Nebula - EN - Herschel 400-023)","6.538000","4.985000","0","0"
"H400-024 (NGC 2264 - Christmas Tree Cluster - OC - Herschel 400-024)","6.683000","9.883000","0","0","3.9"
"H400-025 (NGC 2359 - Thor's Helmet - EN - Herschel 400-025)","7.309000","-13.221000","0","0"
"H400-026 (NGC 2403 - Galaxy - G-S - Herschel 400-026)","7.614261","65.602681","-0.4","-1.7","8.4"
"H400-027 (NGC 2422 - Messier 47 - OC - Herschel 400-027)","7.611000","-14.485000","0","0","4.4"
"H400-028 (NGC 2437 - Messier 46 - OC - Herschel 400-028)","7.695000","-14.815000","0","0","6.1"
"H400-029 (NGC 2447 - Messier 93 - OC - Herschel 400-029)","7.742000","-23.851000","0","0","6.2"
"H400-030 (NGC 2516 - Southern Beehive - OC - Herschel 400-030)","7.965000","-60.865000","0","0","3.8"
"H400-031 (NGC 2682 - Messier 67 - OC - Herschel 400-031)","8.848000","11.815000","0","0","6.9"
"H400-032 (NGC 2841 - Tiger's Eye Galaxy - G-S - Herschel 400-032)","9.367411","50.976594","0","0","10.2"
"H400-033 (NGC 2903 - Galaxy - G-S - Herschel 400-033)","9.536142","21.500831","0","0","8.9"
"H400-034 (NGC 3115 - Spindle Galaxy - G-E - Herschel 400-034)","10.087202","-7.718606","0","0","9.1"
"H400-035 (NGC 3242 - Ghost of Jupiter - PN - Herschel 400-035)","10.412815","-18.642305","-4.6","0.8","7.7"
"H400-036 (NGC 3372 - Eta Carinae Nebula - EN - Herschel 400-036)","10.751000","-59.865000","0","0","3.0"
"H400-037 (NGC 3623 - Messier 65 - G-S - Herschel 400-037)","11.315530","13.092306","0","0","9.3"
"H400-038 (NGC 3627 - Messier 66 - G-S - Herschel 400-038)","11.334000","12.993000","0","0","8.9"
"H400-039 (NGC 3992 - Messier 109 - G-S - Herschel 400-039)","11.959990","53.374724","0.3","0.1","9.9"
"H400-040 (NGC 4038/39 - Antennae Galaxies - G-Ir - Herschel 400-040)","12.031389","-18.867589","0","0","10.2"
"H400-041 (NGC 4258 - Messier 106 - G-S - Herschel 400-041)","12.316006","47.303719","0","0","9.3"
"H400-042 (NGC 4321 - Messier 100 - G-S - Herschel 400-042)","12.381925","15.822305","2.2","0.3","9.5"
"H400-043 (NGC 4374 - Messier 84 - G-E - Herschel 400-043)","12.417706","12.886983","-0.1","-0.1","9.8"
"H400-044 (NGC 4472 - Messier 49 - G-E - Herschel 400-044)","12.496327","8.000400","0","0","8.3"
"H400-045 (NGC 4486 - Messier 87 - G-E - Herschel 400-045)","12.513729","12.391123","-8.0","10.7","9.0"
"H400-046 (NGC 4501 - Messier 88 - G-S - Herschel 400-046)","12.533098","14.420319","0","0","10.3"
"H400-047 (NGC 4552 - Messier 89 - G-E - Herschel 400-047)","12.594391","12.556342","0","0","10.1"
"H400-048 (NGC 4569 - Messier 90 - G-S - Herschel 400-048)","12.613834","13.162923","-0.2","-0.4","9.5"
"H400-049 (NGC 4579 - Messier 58 - G-S - Herschel 400-049)","12.628777","11.818090","0","0","10.3"
"H400-050 (NGC 4594 - Sombrero Galaxy - G-S - Herschel 400-050)","12.666509","-11.623054","0","0","8.6"
"H400-051 (NGC 4631 - Whale Galaxy - G-Ir - Herschel 400-051)","12.702225","32.541511","0","0","9.2"
"H400-052 (NGC 4755 - Jewel Box Cluster - OC - Herschel 400-052)","12.894000","-60.367000","0","0"
"H400-053 (NGC 4826 - Black Eye Galaxy - G-S - Herschel 400-053)","12.945471","21.682658","0","0","8.5"
"H400-054 (NGC 4945 - Galaxy - G-S - Herschel 400-054)","13.090911","-49.467900","0","0","11.9"
"H400-055 (NGC 5128 - Centaurus A - G-Ir - Herschel 400-055)","13.424338","-43.019113","0","0","7.2"
"H400-056 (NGC 5139 - Omega Centauri - GC - Herschel 400-056)","13.446467","-47.479472","-3.2","-6.7","5.3"
"H400-057 (NGC 5194 - Messier 51 - Whirlpool - G-S - Herschel 400-057)","13.497972","47.195258","0","0","8.4"
"H400-058 (NGC 5236 - Messier 83 - Southern Pinwheel - G-S - Herschel 400-058)","13.616922","-29.865761","0","0","7.2"
"H400-059 (NGC 5457 - Messier 101 - Pinwheel - G-S - Herschel 400-059)","14.053495","54.348750","0","0","7.9"
"H400-060 (NGC 5904 - Messier 5 - GC - Herschel 400-060)","15.309228","2.081028","4.1","-9.9","6.0"
"H400-061 (NGC 6205 - Messier 13 - Hercules Cluster - GC - Herschel 400-061)","16.694898","36.461319","-3.2","-2.6","5.8"
"H400-062 (NGC 6302 - Bug Nebula - PN - Herschel 400-062)","17.228000","-37.101000","0","0","9.6"
"H400-063 (NGC 6514 - Messier 20 - Trifid - EN/RN - Herschel 400-063)","18.043000","-23.018000","0","0","8.5"
"H400-064 (NGC 6523 - Messier 8 - Lagoon - EN - Herschel 400-064)","18.051000","-24.385000","0","0","5.8"
"H400-065 (NGC 6611 - Messier 16 - Eagle - EN - Herschel 400-065)","18.312000","-13.821000","0","0","6.0"
"H400-066 (NGC 6618 - Messier 17 - Swan - EN - Herschel 400-066)","18.348000","-16.185000","0","0","7.0"
"H400-067 (NGC 6656 - Messier 22 - GC - Herschel 400-067)","18.606650","-23.904750","9.8","-5.5","6.2"
"H400-068 (NGC 6720 - Messier 57 - Ring Nebula - PN - Herschel 400-068)","18.893082","33.029134","1.6","2.5","8.8"
"H400-069 (NGC 6752 - Peacock Globular - GC - Herschel 400-069)","19.181000","-59.981000","0","0","6.3"
"H400-070 (NGC 7000 - North America Nebula - EN - Herschel 400-070)","20.979700","44.330000","0","0","4.0"
"H400-071 (NGC 7009 - Saturn Nebula - PN - Herschel 400-071)","21.069671","-11.363494","7.6","0.9","8.0"
"H400-072 (NGC 7293 - Helix Nebula - PN - Herschel 400-072)","22.494040","-20.837152","38.8","-3.3","7.3"
"H400-073 (NGC 7331 - Deer Lick Galaxy - G-S - Herschel 400-073)","22.615000","34.261000","0","0","9.4"
"H400-074 (NGC 7635 - Bubble Nebula - EN - Herschel 400-074)","23.505000","61.195000","0","0","11.0"
"H400-075 (NGC 7662 - Blue Snowball - PN - Herschel 400-075)","23.431620","42.534954","0.1","-2.7","8.3"
"H400-076 (NGC 7789 - Open Cluster - OC - Herschel 400-076)","23.955400","56.724400","0","0","6.7"
"H400-077 (NGC 7793 - Galaxy - G-S - Herschel 400-077)","23.575000","-32.615000","0","0","9.3"
"H400-078 (NGC 7814 - Little Sombrero - G-S - Herschel 400-078)","0.128000","16.145000","0","0","10.6"
"H400-079 (NGC 55 - Whale Galaxy - G-Ir - Herschel 400-079)","0.251000","-39.191000","0","0","8.5"
"H400-080 (NGC 70 - Galaxy Group - G-Ir - Herschel 400-080)","0.306269","30.079541","0","0","14.5"
"H400-081 (NGC 147 - Dwarf Elliptical - G-E - Herschel 400-081)","0.553367","48.508739","0","0","9.7"
"H400-082 (NGC 185 - Dwarf Elliptical - G-E - Herschel 400-082)","0.649428","48.337510","0","0","9.2"
"H400-083 (NGC 205 - Messier 110 - G-E - Herschel 400-083)","0.672794","41.685419","-1.7","-0.7","8.2"
"H400-084 (NGC 278 - Galaxy - G-S - Herschel 400-084)","0.865000","47.551000","0","0","10.9"
"H400-085 (NGC 404 - Mirach's Ghost - G-E - Herschel 400-085)","1.155000","35.717000","0","0","10.6"
"H400-086 (NGC 457 - Owl Cluster - OC - Herschel 400-086)","1.325000","58.333000","0","0","6.4"
"H400-087 (NGC 559 - Open Cluster - OC - Herschel 400-087)","1.492556","63.300556","-4.3","0.3","9.5"
"H400-088 (NGC 663 - Open Cluster - OC - Herschel 400-088)","1.768000","61.217000","0","0","7.1"
"H400-089 (NGC 752 - Open Cluster - OC - Herschel 400-089)","1.951000","37.685000","0","0","5.7"
"H400-090 (NGC 891 - Needle Galaxy - G-S - Herschel 400-090)","2.375808","42.348319","0","0","10.0"
"H400-091 (NGC 1023 - Galaxy - G-E - Herschel 400-091)","2.673337","39.063240","-0.5","0.3","9.5"
"H400-092 (NGC 1055 - Galaxy - G-S - Herschel 400-092)","2.695898","0.443181","0","0","10.6"
"H400-093 (NGC 1084 - Galaxy - G-S - Herschel 400-093)","2.766646","-7.578639","0","0","10.6"
"H400-094 (NGC 1232 - Eye of God Galaxy - G-S - Herschel 400-094)","3.162643","-20.579300","0","0","10.1"
"H400-095 (NGC 1365 - Great Barred Spiral - G-S - Herschel 400-095)","3.555000","-36.140000","0","0","10.1"
"H400-096 (NGC 1499 - California Nebula - EN - Herschel 400-096)","4.055000","36.417000","0","0","5.0"
"H400-097 (NGC 1528 - Open Cluster - OC - Herschel 400-097)","4.255000","51.235000","0","0","6.4"
"H400-098 (NGC 1664 - Kite Cluster - OC - Herschel 400-098)","4.851000","43.681000","0","0","7.6"
"H400-099 (NGC 2024 - Flame Nebula - EN - Herschel 400-099)","5.698000","-1.865000","0","0"
"H400-100 (NGC 2237 - Rosette Nebula - EN - Herschel 400-100)","6.538000","4.985000","0","0"
"Sh2-6 (Bug Nebula - PN - Sharpless 6)","17.228000","-37.101000","0","0"
"Sh2-8 (Cat's Paw Nebula - EN - Sharpless 8)","17.331000","-36.155000","0","0"
"Sh2-11 (War and Peace Nebula - EN - Sharpless 11)","17.412000","-34.201000","0","0"
"Sh2-25 (Lagoon Nebula - EN - Sharpless 25)","18.051000","-24.385000","0","0"
"Sh2-29 (Emission Nebula - EN - Sharpless 29)","18.165000","-24.115000","0","0"
"Sh2-30 (Trifid Nebula - EN/RN - Sharpless 30)","18.043000","-23.018000","0","0"
"Sh2-45 (Omega/Swan Nebula - EN - Sharpless 45)","18.348000","-16.185000","0","0"
"Sh2-49 (Eagle Nebula - EN - Sharpless 49)","18.312000","-13.821000","0","0"
"Sh2-101 (Tulip Nebula - EN - Sharpless 101)","19.995000","35.251000","0","0"
"Sh2-105 (Crescent Nebula - EN - Sharpless 105)","20.375000","38.321000","0","0"
"Sh2-117 (North America Nebula - EN - Sharpless 117)","20.915000","44.451000","0","0"
"Sh2-125 (Cocoon Nebula - EN - Sharpless 125)","21.891000","47.261000","0","0"
"Sh2-131 (Elephant's Trunk Nebula - EN - Sharpless 131)","21.645000","57.501000","0","0"
"Sh2-142 (Wizard Nebula - EN - Sharpless 142)","22.000000","57.000000","0","0","2.4"
"Sh2-155 (Cave Nebula - EN - Sharpless 155)","22.000000","60.000000","0","0"
"Sh2-162 (Bubble Nebula - EN - Sharpless 162)","23.505000","61.195000","0","0"
"Sh2-184 (Heart Nebula - EN - Sharpless 184)","2.545000","60.415000","0","0"
"Sh2-190 (Soul Nebula - EN - Sharpless 190)","2.951000","60.501000","0","0"
"Sh2-220 (California Nebula - EN - Sharpless 220)","4.055000","36.417000","0","0"
"Sh2-229 (Flaming Star Nebula - EN - Sharpless 229)","5.275000","34.351000","0","0"
"Sh2-236 (Tadpole Nebula - EN - Sharpless 236)","5.378000","33.451000","0","0"
"Sh2-273 (Christmas Tree Cluster Nebula - EN - Sharpless 273)","6.683000","9.883000","0","0"
"Sh2-275 (Rosette Nebula - EN - Sharpless 275)","6.538000","4.985000","0","0"
