"Name","RA_Hours","Dec_Degrees","pm_ra","pm_dec","Visual Magnitude"
"NGC 6130 (Galaxy - Draco )","16.325953","57.614975","-0.5","-0.7","14.3"
"NGC 5985 (Galaxy - Draco )","15.660306","59.331944","0","0","11.8"
"NGC 6125 (Galaxy - Draco )","16.319778","57.984722","0","0","12.0"
"NGC 5982 (Galaxy - Draco )","15.644444","59.356111","0","0","11.1"
"NGC 6111 (Galaxy - Draco )","16.239639","63.261389","0","0","15.2"
"NGC 5908 (Galaxy - Draco )","15.278639","55.409444","0","0","11.9"
"NGC 6015 (Galaxy - Draco )","15.857056","62.308611","0","0","11.2"
"NGC 5965 (Galaxy - Draco )","15.567222","56.685556","0","0","11.8"
"NGC 5963 (Galaxy - Draco )","15.557704","56.559427","0","0","12.1"
"NGC 5949 (Galaxy - Draco )","15.466861","64.763056","0","0","12.8"
"NGC 6090 (Galaxy - Draco )","16.194639","52.457778","0","0"
"NGC 3403 (Galaxy - Draco )","10.898570","73.690375","0","0","13.0"
"NGC 6182 (Galaxy - Draco )","16.492750","55.517778","0","0","14.5"
"NGC 4749 (Galaxy - Draco )","12.853334","71.636786","0","0","14.1"
"NGC 6079 (Galaxy - Draco )","16.074639","69.666111","0","0","13.9"
"NGC 6170 (Galaxy - Draco )","16.460111","59.563056","0","0","14.8"
"NGC 5987 (Galaxy - Draco )","15.665806","58.079722","0","0","11.7"
"NGC 5989 (Galaxy - Draco )","15.692442","59.755249","0.8","-1.2","13.6"
"NGC 5971 (Galaxy - Draco )","15.593583","56.461944","0","0","14.7"
"NGC 5879 (Galaxy - Draco )","15.162980","57.000150","0","0","11.5"
"NGC 5881 (Galaxy - Draco )","15.105722","62.980556","0","0","14.1"
"NGC 5894 (Galaxy - Draco )","15.194694","59.808611","0","0","13.2"
"NGC 3397 (Galaxy - Draco )","10.744167","76.809722","0","0"
"NGC 5905 (Galaxy - Draco )","15.256472","55.517778","0","0","12.5"
"NGC 6095 (Galaxy - Draco )","16.186389","61.268056","0","0","12.7"
"NGC 4441 (Galaxy - Draco )","12.455611","64.802222","0","0","12.7"
"NGC 4238 (Galaxy - Draco )","12.282222","63.410556","0","0","14.1"
"NGC 4250 (Galaxy - Draco )","12.290528","70.802778","0","0","12.9"
"NGC 4256 (Galaxy - Draco )","12.311889","65.898333","0","0","12.7"
"NGC 4291 (Galaxy - Draco )","12.338139","75.371111","0","0","11.4"
"NGC 4319 (Galaxy - Draco )","12.362194","75.322500","0","0","12.9"
"NGC 4331 (Galaxy - Draco )","12.376583","76.168611","0","0","14.7"
"NGC 4332 (Galaxy - Draco )","12.379639","65.844167","0","0","13.2"
"NGC 4363 (Galaxy - Draco )","12.391278","74.951944","0","0","14.5"
"NGC 4386 (Galaxy - Draco )","12.407694","75.529444","0","0","11.7"
"NGC 4391 (Galaxy - Draco )","12.421917","64.933611","0","0","13.7"
"NGC 3057 (Galaxy - Draco )","10.094306","80.285278","0","0","13.1"
"NGC 4221 (Galaxy - Draco )","12.266667","66.231389","0","0","13.3"
"NGC 3061 (Galaxy - Draco )","9.936639","75.866389","0","0","13.5"
"NGC 4510 (Galaxy - Draco )","12.529778","64.233889","0","0","14.1"
"NGC 4513 (Galaxy - Draco )","12.533778","66.333056","0","0","14.0"
"NGC 4521 (Galaxy - Draco )","12.546556","63.939444","0","0"
"NGC 3523 (Galaxy - Draco )","11.051861","75.115833","0","0","13.7"
"IC 1291 (Galaxy - Draco )","18.564556","49.278611","0","0","13.0"
"NGC 4545 (Galaxy - Draco )","12.576139","63.524722","0","0","13.1"
"NGC 4572 (Galaxy - Draco )","12.595972","74.246111","0","0","14.8"
"IC 1286 (Galaxy - Draco )","18.270632","55.591031","0","0","14.7"
"NGC 3961 (Galaxy - Draco )","11.915972","69.329722","0","0","14.6"
"NGC 2977 (Galaxy - Draco )","9.729583","74.860556","0","0","13.3"
"NGC 2963 (Galaxy - Draco )","9.797167","72.964444","0","0","14.2"
"NGC 3682 (Galaxy - Draco )","11.461472","66.590833","0","0","12.5"
"NGC 2938 (Galaxy - Draco )","9.640194","76.319167","0","0","14.3"
"NGC 3735 (Galaxy - Draco )","11.599194","70.535556","0","0","12.5"
"NGC 3752 (Galaxy - Draco )","11.542306","74.628611","0","0","13.8"
"NGC 2908 (Galaxy - Draco )","9.725333","79.701389","0","0","14.2"
"NGC 3879 (Galaxy - Draco )","11.780444","69.383333","0","0","13.4"
"IC 1267 (Galaxy - Draco )","17.646083","59.372500","0","0","13.4"
"NGC 4034 (Galaxy - Draco )","12.024889","69.323889","0","0","14.4"
"NGC 4108 (Galaxy - Draco )","12.112306","67.163333","0","0","13.1"
"NGC 4108 A (Galaxy - Draco )","12.097139","67.252500","0","0","13.1"
"NGC 4120 (Galaxy - Draco )","12.142056","69.544444","0","0","14.0"
"NGC 4128 (Galaxy - Draco )","12.142278","68.768056","0","0","12.0"
"NGC 4133 (Galaxy - Draco )","12.147028","74.904444","0","0","13.0"
"NGC 4159 (Galaxy - Draco )","12.181472","76.126389","0","0","14.2"
"NGC 4205 (Galaxy - Draco )","12.248694","63.782222","0","0","13.7"
"NGC 4210 (Galaxy - Draco )","12.254389","65.986111","0","0","13.4"
"NGC 3890 (Galaxy - Draco )","11.822083","74.301944","0","0","14.1"
"IC 1099 (Galaxy - Draco )","15.115194","56.508611","0","0","14.8"
"NGC 4589 (Galaxy - Draco )","12.623500","74.191944","0","0","10.7"
"IC 1214 (Galaxy - Draco )","16.269833","65.968611","0","0","15.0"
"IC 1211 (Galaxy - Draco )","16.281083","53.006111","0","0","13.8"
"IC 1210 (Galaxy - Draco )","16.241667","62.536111","0","0","14.6"
"NGC 4972 (Galaxy - Draco )","13.038694","75.404722","0","0"
"NGC 3465 (Galaxy - Draco )","10.992028","75.191667","0","0","14.6"
"NGC 4857 (Galaxy - Draco )","12.955028","70.203056","0","0","14.6"
"NGC 3562 (Galaxy - Draco )","11.216222","72.879167","0","0","12.2"
"IC 1065 (Galaxy - Draco )","14.822583","63.270833","0","0","13.7"
"IC 1049 (Galaxy - Draco )","14.659167","62.003056","0","0","14.7"
"NGC 5283 (Galaxy - Draco )","13.684917","67.673056","0","0","14.1"
"NGC 5413 (Galaxy - Draco )","13.964861","64.911389","0","0","14.3"
"IC 836 (Galaxy - Draco )","12.931694","63.611667","0","0","14.5"
"NGC 5667 (Galaxy - Draco )","14.506306","59.470278","0","0","13.0"
"NGC 5678 (Galaxy - Draco )","14.534861","57.923056","0","0","11.4"
"NGC 5777 (Galaxy - Draco )","14.854944","58.977778","0","0","14.0"
"NGC 5807 (Galaxy - Draco )","14.930111","63.903889","0","0","15.3"
"IC 1146 (Galaxy - Draco )","15.806111","69.386111","0","0","14.7"
"IC 1241 (Galaxy - Draco )","17.024472","63.691111","0","0","13.7"
"NGC 4648 (Galaxy - Draco )","12.695667","74.422222","0","0","12.0"
"IC 1259 (Galaxy - Draco )","17.457417","58.516389","0","0"
"IC 1254 (Galaxy - Draco )","17.192583","72.401667","0","0","14.0"
"NGC 4693 (Galaxy - Draco )","12.785833","71.176111","0","0","14.0"
"IC 1251 (Galaxy - Draco )","17.170250","72.409722","0","0","14.3"
"IC 1215 (Galaxy - Draco )","16.259722","68.397222","0","0","13.7"
"NGC 3500 (Galaxy - Draco )","11.030917","75.201111","0","0","14.8"
"IC 1237 (Galaxy - Draco )","16.937750","55.026944","0","0","14.6"
"NGC 4750 (Galaxy - Draco )","12.835139","72.874444","0","0","12.1"
"IC 1231 (Galaxy - Draco )","16.783083","58.422778","0","0","13.2"
"IC 1228 (Galaxy - Draco )","16.701778","65.585556","0","0","14.4"
"IC 1218 (Galaxy - Draco )","16.277028","68.203056","0","0","15.3"
"IC 1248 (Galaxy - Draco )","17.194477","59.995565","0","0","14.6"
"NGC 6454 (Galaxy - Draco )","17.749028","55.704444","0","0","13.5"
"NGC 6449 (Galaxy - Draco )","17.729611","56.804167","0","0","14.6"
"NGC 6436 (Galaxy - Draco )","17.687006","60.449656","0","0","14.9"
"NGC 6435 (Galaxy - Draco )","17.669750","62.641944","0","0","14.9"
"NGC 6434 (Galaxy - Draco )","17.613556","72.088333","0","0","13.2"
"NGC 6497 (Galaxy - Draco )","17.854944","59.471111","0","0","14.2"
"NGC 6462 (Galaxy - Draco )","17.746861","61.910556","0","0","14.9"
"NGC 6412 (Galaxy - Draco )","17.493583","75.704722","0","0","11.8"
"NGC 6411 (Galaxy - Draco )","17.592389","60.813056","0","0","11.9"
"NGC 3343 (Galaxy - Draco )","10.769528","73.353333","0","0","14.6"
"NGC 6260 (Galaxy - Draco )","16.863972","63.714722","0","0","14.7"
"NGC 6491 (Galaxy - Draco )","17.833500","61.531944","0","0","14.4"
"NGC 6479 (Galaxy - Draco )","17.806028","54.149722","0","0","14.5"
"NGC 6478 (Galaxy - Draco )","17.810639","51.156667","0","0","14.0"
"NGC 6395 (Galaxy - Draco )","17.441944","71.097222","0","0","12.7"
"NGC 6409 (Galaxy - Draco )","17.609806","50.766389","0","0","14.6"
"NGC 6319 (Galaxy - Draco )","17.162250","62.973056","0","0","14.3"
"NGC 6310 (Galaxy - Draco )","17.132583","60.990278","0","0","13.8"
"NGC 6307 (Galaxy - Draco )","17.127889","60.750556","0","0","13.6"
"NGC 6303 (Galaxy - Draco )","17.084111","68.827778","0","0","15.0"
"NGC 6340 (Galaxy - Draco )","17.173306","72.304722","0","0","11.1"
"NGC 6297 (Galaxy - Draco )","17.060111","62.026111","0","0","14.4"
"NGC 6292 (Galaxy - Draco )","17.050972","61.043889","0","0","14.3"
"NGC 6291 (Galaxy - Draco )","17.015556","58.937778","0","0","14.8"
"NGC 6289 (Galaxy - Draco )","16.962472","68.514167","0","0","15.4"
"NGC 6286 (Galaxy - Draco )","16.975444","58.937500","0","0","14.1"
"NGC 6262 (Galaxy - Draco )","16.978583","57.099167","0","0","14.6"
"NGC 6390 (Galaxy - Draco )","17.474472","60.094444","0","0","14.5"
"NGC 6385 (Galaxy - Draco )","17.467083","57.521944","0","0","14.1"
"NGC 6338 (Galaxy - Draco )","17.256278","57.411389","0","0","12.4"
"NGC 6381 (Galaxy - Draco )","17.454694","60.013889","0","0","13.7"
"NGC 6399 (Galaxy - Draco )","17.530667","59.615556","0","0","14.6"
"NGC 6373 (Galaxy - Draco )","17.402222","58.995278","0","0","14.6"
"NGC 6370 (Galaxy - Draco )","17.390322","56.974500","0","0","14.2"
"NGC 6365 A (Galaxy - Draco )","17.378889","62.165833","0","0"
"NGC 6361 (Galaxy - Draco )","17.311361","60.608056","0","0","13.8"
"NGC 6359 (Galaxy - Draco )","17.298056","61.780833","0","0","12.6"
"NGC 6358 (Galaxy - Draco )","17.314667","52.615833","0","0","15.1"
"NGC 6382 (Galaxy - Draco )","17.465333","56.868889","0","0","14.9"
"NGC 6691 (Galaxy - Draco )","18.653333","55.641667","0","0","12.9"
"NGC 6742 (Planetary nebula - Draco )","18.988833","48.466389","0","0","13.4"
"NGC 3194 (Galaxy - Draco )","10.294361","74.347778","0","0"
"NGC 6732 (Galaxy - Draco )","18.940028","52.377500","0","0","14.4"
"NGC 6711 (Galaxy - Draco )","18.816917","47.657500","0","0","12.9"
"NGC 6701 (Galaxy - Draco )","18.720167","60.653056","0","0","12.8"
"NGC 6757 (Galaxy - Draco )","19.085028","55.717500","0","0","13.9"
"NGC 6689 (Galaxy - Draco )","18.580528","70.524167","0","0","12.3"
"NGC 6687 (Galaxy - Draco )","18.622778","59.643056","0","0","14.8"
"NGC 6679 (Galaxy - Draco )","18.559917","67.110000","0","0","13.6"
"NGC 3215 (Galaxy - Draco )","10.477962","79.813113","0","0","14.0"
"NGC 3252 (Galaxy - Draco )","10.572861","73.763889","0","0","14.1"
"NGC 6869 (Galaxy - Draco )","20.011750","66.228056","0","0","12.2"
"NGC 3218 (Galaxy - Draco )","10.363500","74.177222","0","0"
"NGC 6831 (Galaxy - Draco )","19.799222","59.893056","0","0","14.6"
"NGC 6750 (Galaxy - Draco )","19.010037","59.166817","0","0","13.6"
"NGC 6796 (Galaxy - Draco )","19.358559","61.144833","0","0","12.7"
"NGC 3197 (Galaxy - Draco )","10.240917","77.820278","0","0","14.4"
"NGC 6789 (Galaxy - Draco )","19.278250","63.971944","0","0","13.5"
"NGC 6787 (Galaxy - Draco )","19.269583","60.417500","0","0","14.9"
"NGC 6786 (Galaxy - Draco )","19.181611","73.410833","0","0","13.8"
"NGC 6763 (Galaxy - Draco )","19.093611","63.934167","0","0"
"NGC 6667 (Galaxy - Draco )","18.511028","67.986667","0","0","12.6"
"NGC 6552 (Galaxy - Draco )","18.001944","66.615278","0","0","14.6"
"NGC 6542 (Galaxy - Draco )","17.994167","61.358889","0","0","13.9"
"NGC 6538 (Galaxy - Draco )","17.904750","73.424167","0","0","14.1"
"NGC 6536 (Galaxy - Draco )","17.954528","64.937778","0","0","14.2"
"NGC 6521 (Galaxy - Draco )","17.930083","62.611667","0","0","13.9"
"NGC 6189 (Galaxy - Draco )","16.527972","59.626667","0","0","13.2"
"NGC 6512 (Galaxy - Draco )","17.913944","62.645556","0","0","14.7"
"NGC 6511 (Galaxy - Draco )","17.910889","60.817222","0","0"
"NGC 6508 (Galaxy - Draco )","17.829528","72.021667","0","0","14.0"
"NGC 6532 (Galaxy - Draco )","17.987167","56.231944","0","0","14.9"
"NGC 6515 (Galaxy - Draco )","17.957028","50.727500","0","0","14.3"
"NGC 6654 A (Galaxy - Draco )","18.657028","73.580833","0","0","11.8"
"NGC 6654 (Galaxy - Draco )","18.402111","73.182778","0","0","11.8"
"NGC 3174 (Galaxy - Draco )","10.258917","74.220556","0","0"
"NGC 6651 (Galaxy - Draco )","18.405472","71.602222","0","0","13.6"
"NGC 6650 (Galaxy - Draco )","18.424417","68.006389","0","0","14.6"
"NGC 6643 (Galaxy - Draco )","18.329333","74.568333","0","0","11.1"
"NGC 6562 (Galaxy - Draco )","18.083556","56.263611","0","0","14.7"
"NGC 6636 (Galaxy - Draco )","18.367389","66.617500","0","0"
"NGC 6621 (Galaxy - Draco )","18.215444","68.363056","0","0","13.4"
"NGC 6598 (Galaxy - Draco )","18.148806","69.068611","0","0","14.1"
"NGC 6226 (Galaxy - Draco )","16.723111","61.983611","0","0"
"NGC 6244 (Galaxy - Draco )","16.801083","62.200556","0","0","14.2"
"NGC 6247 (Galaxy - Draco )","16.805389","62.977222","0","0","13.8"
"NGC 6238 (Galaxy - Draco )","16.787750","62.147500","0","0","14.5"
"NGC 6206 (Galaxy - Draco )","16.668861","58.617222","0","0","14.5"
"NGC 6246 (Galaxy - Draco )","16.831389","55.542778","0","0","13.6"
"NGC 6246 A (Galaxy - Draco )","16.837222","55.384722","0","0","13.6"
"NGC 6232 (Galaxy - Draco )","16.722194","70.632500","0","0","13.4"
"NGC 6236 (Galaxy - Draco )","16.742972","70.780267","0","0","13.9"
"NGC 6248 (Galaxy - Draco )","16.772861","70.356111","0","0","14.0"
"NGC 6223 (Galaxy - Draco )","16.717833","61.578611","0","0","13.0"
"NGC 6214 (Galaxy - Draco )","16.658833","66.039722","0","0","14.3"
"NGC 6211 (Galaxy - Draco )","16.691023","57.783642","0","0","14.3"
"NGC 6190 (Galaxy - Draco )","16.535111","58.439167","0","0","13.1"
"NGC 6198 (Galaxy - Draco )","16.591833","57.487222","0","0","15.0"
"NGC 6258 (Galaxy - Draco )","16.874917","60.514444","0","0","14.5"
"NGC 7015 (Galaxy - Equuleus )","21.093694","11.413611","0","0","12.5"
"NGC 7040 (Galaxy - Equuleus )","21.221245","8.864889","0","0","14.9"
"NGC 7046 (Galaxy - Equuleus )","21.248889","2.834444","0","0","12.7"
"IC 1365 (Galaxy - Equuleus )","21.232222","2.565278","0","0"
"IC 1364 (Galaxy - Equuleus )","21.223500","2.770278","0","0","13.4"
"NGC 1332 (Galaxy - Eridanus )","3.438056","-21.334444","0","0","10.4"
"NGC 1388 (Galaxy - Eridanus )","3.636667","-15.899444","0","0","14.8"
"NGC 1347 (Galaxy - Eridanus )","3.494944","-22.279167","0","0"
"NGC 1346 (Galaxy - Eridanus )","3.503667","-5.543056","0","0","16.4"
"NGC 1389 (Galaxy - Eridanus )","3.619917","-35.745556","0","0","11.5"
"NGC 1390 (Galaxy - Eridanus )","3.631167","-19.007500","0","0","14.1"
"NGC 1391 (Galaxy - Eridanus )","3.648028","-18.354444","0","0","13.4"
"NGC 1345 (Galaxy - Eridanus )","3.492083","-17.779167","0","0","13.8"
"NGC 1338 (Galaxy - Eridanus )","3.481778","-12.153056","0","0","14.0"
"NGC 1337 (Galaxy - Eridanus )","3.468222","-8.388333","0","0","12.9"
"NGC 1386 (Galaxy - Eridanus )","3.612861","-35.998889","0","0","11.9"
"NGC 1354 (Galaxy - Eridanus )","3.541444","-15.220833","0","0","13.5"
"NGC 1329 (Galaxy - Eridanus )","3.434028","-17.591667","0","0","12.7"
"NGC 1395 (Galaxy - Eridanus )","3.641556","-23.027222","0","0","9.7"
"NGC 1397 (Galaxy - Eridanus )","3.663083","-4.669722","0","0","14.7"
"NGC 1361 (Galaxy - Eridanus )","3.571583","-6.264444","0","0","14.7"
"NGC 1362 (Galaxy - Eridanus )","3.564722","-20.282222","0","0","13.8"
"NGC 1363 (Galaxy - Eridanus )","3.580417","-9.842222","0","0","14.0"
"NGC 1414 (Galaxy - Eridanus )","3.682500","-21.713333","0","0","14.7"
"NGC 1400 (Galaxy - Eridanus )","3.658528","-18.688056","0","0","11.1"
"NGC 1359 (Galaxy - Eridanus )","3.563278","-19.490833","0","0","12.4"
"NGC 1352 (Galaxy - Eridanus )","3.525806","-19.277778","0","0","13.4"
"NGC 1370 (Galaxy - Eridanus )","3.587333","-20.373333","0","0","13.5"
"NGC 1383 (Galaxy - Eridanus )","3.627556","-18.339444","0","0","12.5"
"NGC 1376 (Galaxy - Eridanus )","3.618333","-5.042778","0","0","12.9"
"NGC 1377 (Galaxy - Eridanus )","3.610833","-20.901389","0","0","13.5"
"NGC 1358 (Galaxy - Eridanus )","3.561028","-5.088889","0","0","12.8"
"NGC 1357 (Galaxy - Eridanus )","3.554750","-13.664444","0","0","11.4"
"NGC 1355 (Galaxy - Eridanus )","3.556528","-4.998333","0","0","13.2"
"NGC 1353 (Galaxy - Eridanus )","3.534194","-20.818889","0","0","11.5"
"NGC 1369 (Galaxy - Eridanus )","3.612556","-36.255556","0","0","13.7"
"NGC 1407 (Galaxy - Eridanus )","3.669944","-18.580278","0","0","9.7"
"NGC 1445 (Galaxy - Eridanus )","3.748944","-9.855833","0","0","15.0"
"IC 2040 (Galaxy - Eridanus )","4.216556","-32.553889","0","0","13.7"
"NGC 1449 (Galaxy - Eridanus )","3.767500","-4.138056","0","0","13.5"
"NGC 1452 (Galaxy - Eridanus )","3.756194","-18.633056","0","0","11.8"
"NGC 1453 (Galaxy - Eridanus )","3.774222","-3.968889","0","0","11.4"
"NGC 1440 (Galaxy - Eridanus )","3.750806","-18.266389","0","0","11.6"
"NGC 1460 (Galaxy - Eridanus )","3.770444","-36.696667","0","0","13.5"
"NGC 1461 (Galaxy - Eridanus )","3.807528","-16.392778","0","0","11.8"
"NGC 1470 (Galaxy - Eridanus )","3.869401","-8.999424","0","0","14.6"
"NGC 1471 (Galaxy - Eridanus )","3.856778","-15.402222","0","0"
"NGC 1422 (Galaxy - Eridanus )","3.692028","-21.680833","0","0","14.1"
"NGC 1402 (Galaxy - Eridanus )","3.658444","-18.526944","0","0","13.5"
"NGC 1403 (Galaxy - Eridanus )","3.653012","-22.388748","0","0","12.7"
"NGC 1328 (Galaxy - Eridanus )","3.427500","-4.124444","0","0","14.7"
"NGC 1303 (Galaxy - Eridanus )","3.344639","-7.394167","0","0","14.7"
"NGC 1415 (Galaxy - Eridanus )","3.682472","-22.564167","0","0","11.5"
"NGC 1416 (Galaxy - Eridanus )","3.684111","-22.719167","0","0","14.2"
"NGC 1417 (Galaxy - Eridanus )","3.699222","-4.705278","0","0","12.1"
"NGC 1419 (Galaxy - Eridanus )","3.678333","-37.511111","0","0","12.6"
"NGC 1421 (Galaxy - Eridanus )","3.708167","-13.487778","0","0","11.5"
"NGC 1401 (Galaxy - Eridanus )","3.656056","-22.724444","0","0","12.3"
"NGC 1424 (Galaxy - Eridanus )","3.720556","-4.730278","0","0","13.8"
"NGC 1426 (Galaxy - Eridanus )","3.713694","-22.107778","0","0","11.5"
"NGC 1427 A (Galaxy - Eridanus )","3.669222","-35.623333","0","0","10.9"
"NGC 1436 (Galaxy - Eridanus )","3.726972","-35.854167","0","0","11.7"
"NGC 1437 A (Galaxy - Eridanus )","3.717250","-36.273056","0","0"
"NGC 1437 B (Galaxy - Eridanus )","3.765167","-36.358611","0","0"
"NGC 1438 (Galaxy - Eridanus )","3.754750","-23.002222","0","0","12.4"
"NGC 1439 (Galaxy - Eridanus )","3.747167","-21.920278","0","0","11.4"
"NGC 1209 (Galaxy - Eridanus )","3.100806","-15.611111","0","0","11.4"
"NGC 1305 (Galaxy - Eridanus )","3.356361","-2.316389","0","0","12.0"
"NGC 1196 (Galaxy - Eridanus )","3.059778","-12.075833","0","0","14.1"
"NGC 1199 (Galaxy - Eridanus )","3.060667","-15.613333","0","0","11.4"
"NGC 1200 (Galaxy - Eridanus )","3.065139","-11.991389","0","0","13.8"
"NGC 1203 A (Galaxy - Eridanus )","3.087222","-14.380833","0","0"
"NGC 1204 (Galaxy - Eridanus )","3.077750","-12.341667","0","0","14.2"
"NGC 1208 (Galaxy - Eridanus )","3.103250","-9.540833","0","0","13.4"
"NGC 1221 (Galaxy - Eridanus )","3.137667","-4.259722","0","0","14.6"
"NGC 1222 (Galaxy - Eridanus )","3.149139","-2.955556","0","0","12.6"
"NGC 1223 (Galaxy - Eridanus )","3.138861","-4.138611","0","0","13.9"
"NGC 1225 (Galaxy - Eridanus )","3.146472","-4.101667","0","0","14.9"
"NGC 1228 (Galaxy - Eridanus )","3.136583","-22.922500","0","0","14.3"
"NGC 1163 (Galaxy - Eridanus )","3.006111","-17.152778","0","0","13.8"
"NGC 1145 (Galaxy - Eridanus )","2.909278","-18.635833","0","0","12.5"
"NGC 1152 (Galaxy - Eridanus )","2.959333","-7.759722","0","0","14.3"
"NGC 685 (Galaxy - Eridanus )","1.795222","-52.761944","0","0","11.5"
"NGC 1154 (Galaxy - Eridanus )","2.968778","-10.363611","0","0","13.9"
"NGC 1162 (Galaxy - Eridanus )","2.982194","-12.398333","0","0","13.9"
"IC 1953 (Galaxy - Eridanus )","3.561611","-21.478333","0","0","12.0"
"NGC 1172 (Galaxy - Eridanus )","3.026667","-14.836667","0","0","11.8"
"NGC 1179 (Galaxy - Eridanus )","3.044028","-18.897778","0","0","12.0"
"NGC 1182 (Galaxy - Eridanus )","3.057889","-9.670556","0","0","14.8"
"NGC 1185 (Galaxy - Eridanus )","3.049778","-9.133056","0","0","14.5"
"NGC 1187 (Galaxy - Eridanus )","3.043778","-22.867222","0","0","10.9"
"NGC 1188 (Galaxy - Eridanus )","3.062056","-15.484722","0","0","14.6"
"NGC 1308 (Galaxy - Eridanus )","3.374583","-2.757222","0","0","14.7"
"NGC 1297 (Galaxy - Eridanus )","3.320619","-19.100099","0.6","-0.7","14.7"
"NGC 1298 (Galaxy - Eridanus )","3.336944","-2.113611","0","0","14.0"
"NGC 1299 (Galaxy - Eridanus )","3.336025","-6.262033","0","0","13.6"
"NGC 1301 (Galaxy - Eridanus )","3.343167","-18.715833","0","0","13.4"
"NGC 1519 (Galaxy - Eridanus )","4.135333","-17.192778","0","0","13.0"
"NGC 1304 (Galaxy - Eridanus )","3.353528","-4.583611","0","0","14.4"
"NGC 1287 (Galaxy - Eridanus )","3.309250","-2.730556","0","0","14.7"
"NGC 1309 (Galaxy - Eridanus )","3.368487","-15.399942","0.3","-0.1","11.6"
"NGC 1315 (Galaxy - Eridanus )","3.385139","-21.374722","0","0","13.7"
"NGC 1319 (Galaxy - Eridanus )","3.399028","-21.527222","0","0","13.9"
"NGC 1320 (Galaxy - Eridanus )","3.413500","-3.042500","0","0","13.4"
"NGC 1322 (Galaxy - Eridanus )","3.415167","-2.918611","0","0","14.4"
"NGC 1324 (Galaxy - Eridanus )","3.417139","-5.745278","0","0","13.4"
"NGC 1325 (Galaxy - Eridanus )","3.407083","-21.543056","0","0","11.5"
"NGC 1481 (Galaxy - Eridanus )","3.908028","-20.426667","0","0","14.6"
"NGC 1253 A (Galaxy - Eridanus )","3.239889","-2.801111","0","0","11.8"
"NGC 1325 A (Galaxy - Eridanus )","3.413444","-21.336389","0","0","11.5"
"IC 1952 (Galaxy - Eridanus )","3.557389","-23.712778","0","0","13.5"
"NGC 1238 (Galaxy - Eridanus )","3.181278","-10.747500","0","0","14.3"
"NGC 1239 (Galaxy - Eridanus )","3.181583","-2.552500","0","0","14.6"
"NGC 1241 (Galaxy - Eridanus )","3.187389","-8.922222","0","0","12.6"
"NGC 1247 (Galaxy - Eridanus )","3.203972","-10.481111","0","0","12.5"
"NGC 1289 (Galaxy - Eridanus )","3.313833","-1.973056","0","0","12.6"
"NGC 1256 (Galaxy - Eridanus )","3.232806","-21.986389","0","0","13.6"
"NGC 1258 (Galaxy - Eridanus )","3.234833","-21.774444","0","0","14.0"
"NGC 1266 (Galaxy - Eridanus )","3.266861","-2.426667","0","0","14.4"
"NGC 1284 (Galaxy - Eridanus )","3.295944","-10.288611","0","0","14.4"
"NGC 1285 (Galaxy - Eridanus )","3.298167","-7.297500","0","0","13.6"
"NGC 1286 (Galaxy - Eridanus )","3.296806","-7.616389","0","0","14.7"
"NGC 795 (Galaxy - Eridanus )","1.997028","-55.824444","0","0","14.3"
"NGC 1248 (Galaxy - Eridanus )","3.213444","-5.224722","0","0","12.7"
"IC 402 (Galaxy - Eridanus )","5.104083","-9.107222","0","0","14.4"
"IC 2059 (Galaxy - Eridanus )","4.340611","-31.724444","0","0","14.0"
"IC 276 (Galaxy - Eridanus )","2.978056","-15.703333","0","0","14.0"
"NGC 1797 (Galaxy - Eridanus )","5.129139","-8.018889","0","0","14.4"
"IC 401 (Galaxy - Eridanus )","5.072167","-10.075556","0","0","13.9"
"IC 393 (Galaxy - Eridanus )","4.797694","-15.525278","0","0","14.9"
"IC 291 (Galaxy - Eridanus )","3.124056","-12.586944","0","0","14.7"
"NGC 1728 (Galaxy - Eridanus )","4.991056","-11.123333","0","0","13.0"
"NGC 1692 (Galaxy - Eridanus )","4.923250","-20.571111","0","0","13.0"
"NGC 1699 (Galaxy - Eridanus )","4.949861","-4.757222","0","0","15.0"
"NGC 1700 (Galaxy - Eridanus )","4.948944","-4.865278","0","0","11.2"
"IC 2098 (Galaxy - Eridanus )","4.845611","-5.418333","0","0","14.7"
"IC 2099 (Galaxy - Eridanus )","4.847750","-4.891944","0","0"
"NGC 1720 (Galaxy - Eridanus )","4.989028","-7.859167","0","0","13.0"
"NGC 1723 (Galaxy - Eridanus )","4.990528","-10.980556","0","0","12.0"
"NGC 1726 (Galaxy - Eridanus )","4.994972","-7.755142","0","0","11.7"
"NGC 1752 (Galaxy - Eridanus )","5.035974","-8.240538","0","0","12.4"
"IC 2101 (Galaxy - Eridanus )","4.861667","-6.230556","0","0","14.4"
"IC 2102 (Galaxy - Eridanus )","4.865333","-4.952222","0","0","14.5"
"NGC 1779 (Galaxy - Eridanus )","5.088333","-9.147778","0","0","12.1"
"IC 340 (Galaxy - Eridanus )","3.658086","-13.115114","0","0","14.8"
"IC 1853 (Galaxy - Eridanus )","2.801194","-13.993333","0","0","14.4"
"IC 1812 (Galaxy - Eridanus )","2.492167","-42.811389","0","0","12.2"
"IC 1810 (Galaxy - Eridanus )","2.490722","-43.076667","0","0","14.2"
"IC 370 (Galaxy - Eridanus )","4.400500","-9.395278","0","0","14.9"
"IC 389 (Galaxy - Eridanus )","4.699889","-7.310833","0","0","15.1"
